sim seed ne n mur mud1 mufv1 mud2 mufv2 ts1 int12 genomesize rrate GSS.He GSS.Dj GSS.WCst GSS.S GSS.thetaW GSS.D GSS.Da GSS.ZZ
280 851070223 7546 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.153168460982 0.0376561140246 0.155362104583 1996 303.924075911 0.0182821155575 0.0257953633397 NA
281 195485012 5566 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.159110291131 -0.000571851607327 -0.00212347628979 1623 247.128644891 0.138645038017 -0.0003375094821 NA
282 235005380 2120 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.136903663452 0.000600875494769 0.0025381897504 559 85.1170132436 -0.309347391243 0.000347927922258 NA
283 360217065 9902 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.150776643737 2.79382488707e-05 0.000230493840557 2350 357.826442079 -0.0302140655762 3.47570832894e-05 NA
284 244767133 9142 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.177586449818 0.000894857749839 0.00278806159806 2453 373.509898902 0.513506837201 0.000495811405172 NA
285 259538356 6279 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.136961975251 -0.000553366266436 -0.00221260842223 1600 243.626513756 -0.310037274375 -0.000302709170854 NA
286 722358244 1889 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.0963857931631 0.0443430504366 0.29442482715 394 59.9930290125 -1.12089849785 0.0332627943015 NA
287 516075712 1690 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.131202835857 0.00216587831925 0.0102989996965 438 66.6927581407 -0.423063810675 0.00135823466648 NA
288 361945574 4783 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.16707746851 -0.000107687275093 -6.92990148908e-05 1399 213.020932966 0.299895695478 -1.15779038162e-05 NA
289 628141467 3524 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.157404509558 -1.74795758831e-05 -0.000108459260101 874 133.080983139 0.103802741456 -1.70710532071e-05 NA
290 656611020 2942 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.132899566458 0.0576170023881 0.268569752843 781 118.920192027 -0.39099916194 0.0412132493453 NA
291 637987395 6017 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.135814311175 0.00105107810141 0.00505420464135 1447 220.329728378 -0.333171661534 0.000688168034366 NA
292 894058406 3675 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.142156020615 9.93021344993e-05 0.000406770864484 1011 153.94150338 -0.204429756227 5.78366610494e-05 NA
293 351871479 2067 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.141510667974 0.021843619429 0.112940225333 575 87.5532783811 -0.21663632821 0.016936241206 NA
294 236582564 483 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.161029011377 0.00145223377969 0.00543313434466 139 21.1650533826 0.171724690572 0.000877269440729 NA
295 148590759 1645 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.145223051663 -0.000449823558381 -0.0015419348687 419 63.7996932899 -0.141393661192 -0.000223752413619 NA
296 842416146 7964 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.129342242188 0.0113340630748 0.0520197488632 2288 348.385914671 -0.464851831158 0.0069075655814 NA
297 317928556 4539 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.12506979848 0.000385460126171 0.00192057735251 1230 187.28788245 -0.550407340899 0.000240436532254 NA
298 427763843 8035 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.133216128557 0.0234574084636 0.122545691435 2074 315.800868456 -0.386207511596 0.0173877919007 NA
299 662738434 9422 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.171752877079 -0.000195940546021 -0.000603352288573 2151 327.525394431 0.395079322649 -0.000103596317243 NA
300 390293495 725 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.132871223758 0.0015781015872 0.00674762055058 186 28.3215822242 -0.38352298426 0.000899592046253 NA
301 346913742 8151 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.151532858219 0.0478931213373 0.21173571107 1956 297.833413067 -0.0148722217853 0.0358732200111 NA
302 248526996 2467 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.116005012531 0.00163814676631 0.0104754205648 585 89.0759440921 -0.730461630638 0.00122158355882 NA
303 772756491 9314 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.132082178854 0.000279825735523 0.00152242039326 2369 360.71950693 -0.409324265848 0.000201237402716 NA
304 544744435 3869 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.134644937318 0.0385690057871 0.192644319395 997 151.809771384 -0.356274023549 0.0286956852971 NA
305 529034071 4358 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.18248686971 -0.000224312536543 -0.00069028911222 1203 183.17668503 0.611539305214 -0.000125925345764 NA
306 615553176 9091 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.127758494702 -4.04621593752e-05 -5.30406035251e-05 2346 357.217375795 -0.496994578801 -6.77620840789e-06 NA
307 194188943 1353 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.0983178506111 0.0264244937824 0.187663001594 259 39.4370419143 -1.07490075116 0.0203558565026 NA
308 739171215 4013 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.162139932763 0.000270133226485 0.00084677667882 1037 157.900434228 0.199659643227 0.000137354322237 NA
309 714640804 9732 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.159741156483 -0.000248833189532 -0.000786680378797 2617 398.481616562 0.151610642999 -0.000125615947524 NA
310 280193233 7714 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.138461173888 -0.000440089122986 -0.00170615378831 1909 290.676884225 -0.279814419798 -0.000236035204835 NA
311 664256148 4500 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.129188769693 -0.0002043070571 -0.000796969260535 1031 156.986834802 -0.466666920859 -0.00010291856957 NA
312 575463372 8099 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.155300958207 0.0312559311392 0.136750909383 2065 314.430469317 0.0615151189403 0.0227920588414 NA
313 480024197 8017 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.130684203734 0.000258026782272 0.000972834911124 1845 280.931823675 -0.437400313796 0.000127195870955 NA
314 106820826 8746 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.161282167663 -0.000282967869103 -0.000891682135518 2344 356.912842653 0.182825205586 -0.00014374849932 NA
315 143170710 994 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.115264676844 0.0595385979964 0.354108899906 264 40.1983747698 -0.737515874798 0.0495710208238 NA
316 871900247 4526 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.106060402147 0.0177382572983 0.123006341502 1095 166.731895352 -0.934631600658 0.0138987785962 NA
317 263135352 5159 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.167658417541 0.0403784602856 0.169759639958 1256 191.246813299 0.311526931513 0.0310942961223 NA
318 682500797 3811 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.166439250892 0.000106672302656 0.000577111872543 1103 167.950027921 0.286686620108 9.6081723213e-05 NA
319 858481884 4063 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.167244472674 0.0125808073682 0.0731752784683 1166 177.5428219 0.303051905273 0.0127017221614 NA
320 456301758 4452 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.152864225782 -6.49023904122e-05 -0.000288467484123 1127 171.604425627 0.0120906419587 -4.40900152949e-05 NA
321 343796214 339 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.115405832289 0.00110442073475 0.00610559456269 96 14.6175908254 -0.711294542844 0.000706773450586 NA
322 613508605 1313 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.129969128118 0.0356588504287 0.190577228769 302 45.9845044715 -0.44550187055 0.0273707394589 NA
323 634913360 960 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.201706913523 0.00153911394379 0.00472275441997 359 54.663699024 0.990459666313 0.000954861354125 NA
324 166641091 4836 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.159321282604 0.0142378787985 0.0581570721391 1262 192.160412725 0.14278832139 0.00954244419403 NA
325 136765491 9997 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.143706555304 0.0177363174389 0.079942790628 2499 380.514161173 -0.173610585697 0.0119653772062 NA
326 601581023 8339 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.152902532681 -0.000291774793937 -0.00115303770475 2334 355.390176942 0.0128963953031 -0.000176201056696 NA
327 579621204 1950 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.12516228588 0.0295999421584 0.165826459694 484 73.6970204112 -0.544994175447 0.0226265578928 NA
328 196844485 4946 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.119787922372 0.00105765476393 0.0050895961607 1286 195.814810432 -0.657422862793 0.000611223692333 NA
329 828787193 1195 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.139288857738 0.00414940237275 0.0169911898118 295 44.9186384738 -0.259190864168 0.00238691082531 NA
330 305210860 9695 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.152908270889 -0.000206360245387 -0.000837156716381 2362 359.653640933 0.0130131032127 -0.000127954761105 NA
331 252819315 1655 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.131970310391 -0.000281856855396 -0.00139789455357 416 63.3428935766 -0.407397161287 -0.000184352048704 NA
332 787870849 7649 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.171209874589 0.000483765865036 0.00188754540261 2042 310.928338181 0.384020346269 0.000323470929576 NA
333 889670265 9210 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.165888307438 -0.000261800125582 -0.00101840100832 2273 346.101916105 0.276212827055 -0.000168855053975 NA
334 494930510 7680 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.145243672007 8.55973766116e-05 0.000364562767598 2101 319.912065876 -0.142379060979 5.29600644819e-05 NA
335 379080891 7065 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.151404574043 0.00213014501717 0.00751758508326 1741 265.096100281 -0.0174667637047 0.00114248035121 NA
336 839372513 6055 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.140148676131 0.000939670396768 0.0041096697949 1644 250.326242884 -0.245503167437 0.000577147752142 NA
337 362105471 2726 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.0988850092591 0.0112857795232 0.0872459240039 674 102.62766892 -1.07658440841 0.00901979817485 NA
338 564737765 6371 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.143921049281 -0.00075366387878 -0.0030249539855 1496 227.790790362 -0.169023543865 -0.000434698727595 NA
339 242568396 7255 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.142543136103 8.86829985644e-05 0.000490224355526 2061 313.821403032 -0.197118991105 6.98952062593e-05 NA
340 122331460 410 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.118175460018 0.0109699876362 0.0767355129937 117 17.8151888184 -0.663745315687 0.00942912210626 NA
341 665623441 667 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.130650427438 0.00364667027683 0.0162943413852 146 22.2309193802 -0.424343863289 0.00214630515592 NA
342 833243957 606 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.0733904614477 0.00797996183335 0.0829773145404 136 20.7082536693 -1.54460409642 0.00635264558085 NA
343 246163857 2947 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.149072869205 0.0013750341368 0.00565094042501 802 122.11779002 -0.0644886286911 0.000844782829358 NA
344 829008861 8212 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.160027362374 0.000251782216358 0.000883094189147 2354 358.435508364 0.157380788077 0.000141381503953 NA
345 234504963 8720 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.155578825815 -0.00030904900493 -0.00134836547128 2433 370.46456748 0.0671739262733 -0.000209636137943 NA
346 798207751 5670 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.114319591755 0.000299462591526 0.00186200491392 1315 200.230540993 -0.768179697927 0.000213061505244 NA
347 826441806 2099 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.159463707177 -0.000748291700531 -0.0027477720679 574 87.40101181 0.144956381155 -0.000437570255459 NA
348 864331749 8931 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.148473679915 0.00910049773471 0.0377147917516 2334 355.390176942 -0.0769144320674 0.00570700341898 NA
349 128837371 5794 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.123611716291 0.00478912654444 0.0388465053312 1377 209.671068401 -0.580177982327 0.00489675574678 NA
350 247959069 6110 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.130153987185 -0.000416996828432 -0.00199567499636 1624 247.280911462 -0.447973629222 -0.000259486781197 NA
351 699371764 902 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.15122960239 0.000304352618764 0.00173080975467 229 34.8690447813 -0.0206085767789 0.000261975817954 NA
352 460683350 8757 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.136293853782 0.0294459570944 0.146446324701 2136 325.241395864 -0.323836789595 0.0215324569947 NA
353 347881603 4407 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.127274484661 0.000322069308697 0.00158865904421 1161 176.781489044 -0.505661885329 0.000202356095723 NA
354 678914717 8395 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.152131289763 0.0216081566824 0.0922787992042 2197 334.529656701 -0.00274293007239 0.0147157677326 NA
355 359598469 4603 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.125795458618 0.000305242817669 0.00158144451826 1049 159.727633081 -0.535330915323 0.000199095573194 NA
356 520518725 7096 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.135171851587 -0.000565975939492 -0.00266801585326 1890 287.783819374 -0.346474463088 -0.000360161388955 NA
357 296942803 3682 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.103737248365 0.0224806968738 0.13572248804 839 127.751653151 -0.980204544534 0.0151017312426 NA
358 248132503 5116 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.136088537843 -0.000266244213364 -0.000944003581785 1188 180.892686464 -0.327361528704 -0.000128407610444 NA
359 629264693 329 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.0599881972373 0.0049459548063 0.0607388794956 86 13.0949251144 -1.7705634107 0.00375744127615 NA
360 821973935 2657 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.134198627002 0.00449017658817 0.0249722840373 575 87.5532783811 -0.363909289832 0.00339351190736 NA
361 809677385 9066 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.174692350052 -0.000642180559432 -0.00204804461473 2576 392.238687147 0.454858502005 -0.000357412645525 NA
362 535299064 4995 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.130911259776 0.0420512135753 0.226333054849 1279 194.748944434 -0.432258099035 0.0333998131785 NA
363 157667959 3831 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.143720102444 0.000605785098597 0.00272729984323 1097 167.036428494 -0.172874509565 0.000392501706343 NA
364 667352080 2263 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.136947354849 -0.000614840335928 -0.00266570465518 554 84.3556803881 -0.308441975532 -0.000364576492571 NA
365 620738604 1411 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.110591641441 5.59128616575e-05 0.000756372907611 385 58.6226298726 -0.835693588802 8.36800887557e-05 NA
366 489471355 2881 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.123655418308 0.0270200596042 0.148499675527 756 115.11352775 -0.577502069296 0.0198315914892 NA
367 420176757 9219 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.166818985377 -0.000201507264239 -0.000733155397629 2722 414.469606528 0.295196421038 -0.00012225953426 NA
368 115893567 8574 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.141704134859 0.0388155637017 0.180539959761 2092 318.541666736 -0.214135737614 0.0281148225593 NA
369 835202839 4284 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.0899321050602 0.0146159270684 0.115322921569 988 150.439372244 -1.26021785705 0.0110041586983 NA
370 567780165 8667 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.128931603998 0.0245962145205 0.140104135035 2031 309.253405899 -0.473041995326 0.0194209164978 NA
371 459799848 2891 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.116231971264 -4.96341487194e-05 -0.000169031564688 681 103.693534917 -0.726792997466 -1.96452158005e-05 NA
372 856411139 7131 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.152089721712 7.20361631952e-06 0.000219010453739 1736 264.334767425 -0.00358349226278 3.33128777531e-05 NA
373 760324960 6510 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.138502380323 0.000297022076023 0.00150662494678 1592 242.408381187 -0.278827508635 0.000208828059898 NA
374 719200444 4626 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.129240020919 0.00126019724318 0.00578196659139 1131 172.213491911 -0.465838088328 0.000749422621507 NA
375 834957550 171 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.0874415547064 0.00956758385863 0.0837860517252 61 9.28826083695 -1.21698594067 0.00764588928248 NA
376 401688547 8296 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.161617770388 0.0143975627806 0.0561971836434 2080 316.714467883 0.189577203938 0.00934436908098 NA
377 745326725 593 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.131754553049 0.00583164251703 0.0280756677166 150 22.8399856646 -0.403029402215 0.00375162981575 NA
378 680326828 1136 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.142767903214 0.000345525419299 0.00182252306396 272 41.4165073385 -0.189432465369 0.000260434525569 NA
379 629229277 7316 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.143519107118 0.0269742205216 0.118817412047 1786 271.94809598 -0.177264433758 0.0181267571058 NA
380 251562796 8023 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.141104910334 -0.000266277773145 -0.000905850511565 2060 313.669136461 -0.226275241705 -0.000127762233497 NA
381 423428781 8533 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.133236078497 0.0508525404757 0.260452154377 1966 299.356078778 -0.385749734029 0.039882325667 NA
382 629451072 2230 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.125411057456 0.0401237110614 0.229037459113 587 89.3804772343 -0.541000221328 0.0324281535446 NA
383 673688261 7515 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.151875813411 0.0298596325944 0.134246547399 1893 288.240619088 -0.00791988145442 0.021851898425 NA
384 893798514 768 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.184228211658 -0.000573928194342 -0.00109756114202 248 37.7621096322 0.636270180346 -0.000202091100665 NA
385 881918768 7585 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.164913601179 0.0308780783548 0.124844225402 1898 289.001951943 0.256332017891 0.0219555902537 NA
386 647170259 7015 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.175288670953 0.0556238517684 0.183662056934 1725 262.659835143 0.466486983087 0.0354402343602 NA
387 155320286 6213 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.139000278474 0.0149444425653 0.0671295659733 1548 235.708652059 -0.26871635151 0.00965425934582 NA
388 464792298 2939 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.148378337147 0.000462247939844 0.00197276682521 805 122.574589734 -0.0785148140267 0.000293004151189 NA
389 758826073 4822 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.156802330581 0.0587346688604 0.233251525397 1224 186.374283023 0.0917926399582 0.0413893493201 NA
390 674203062 9375 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.140217804511 0.00834465647615 0.03935269261 2500 380.666427744 -0.244368144144 0.00562841728643 NA
391 489911334 3813 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.125440852621 -0.000495080529193 -0.00254549116661 1022 155.616435662 -0.542431225694 -0.000318903716233 NA
392 837996310 3634 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.128078417101 -0.000208726694907 -0.000890523137744 1002 152.57110424 -0.489048575637 -0.000114006158538 NA
393 827953582 6840 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.147694515098 0.0312582855288 0.141667204242 1614 245.758245752 -0.0926223634935 0.0225142366106 NA
394 763797180 9716 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.144183834251 -0.000250634406218 -0.000678574633647 2238 340.772586116 -0.163890661172 -9.78063912049e-05 NA
395 260483322 1681 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.103074303406 0.0142078210424 0.0966765993031 340 51.7706341732 -0.984708795019 0.0104696918416 NA
396 410258203 3372 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.133169734682 0.0338631287487 0.175030817432 725 110.393264046 -0.385347494195 0.0255381913013 NA
397 626274496 4163 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.159294116989 0.00129085460502 0.00492531079134 1120 170.538559629 0.142164186213 0.000786505069993 NA
398 133268624 3748 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.138125986141 0.0228080255855 0.122109203403 961 146.328174825 -0.285838453426 0.017960262551 NA
399 533171123 8490 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.163201025581 -0.000890941923352 -0.00327516944407 2433 370.46456748 0.221755360608 -0.000533639322796 NA
400 261686781 8168 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.15697299904 -0.00013734383257 -0.000402024383601 2149 327.220861289 0.0954212750677 -6.30943222382e-05 NA
401 616365651 4945 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.157083582117 -0.000443396233193 -0.00159980271195 1360 207.082536693 0.0975259396576 -0.000251102386935 NA
402 263496155 1930 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.132533111806 0.000581066584575 0.00274763895362 534 81.3103489661 -0.397181508779 0.000364652852277 NA
403 667547034 111 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.113422227444 0.00180609176094 0.0124559052862 32 4.87253027512 -0.68509789223 0.0014216080402 NA
404 598435957 4678 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.133527936368 0.0559194977321 0.314507155688 1313 199.926007851 -0.379333275634 0.0498084120144 NA
405 837348122 2730 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.128805256497 0.0527557327294 0.312999516296 602 91.6644758008 -0.472728046136 0.0477738388788 NA
406 110488794 7948 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.124524429825 -0.000330162177213 -0.0017094963369 2000 304.533142195 -0.562360986387 -0.000212692713568 NA
407 378623342 2896 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.143401325399 -0.000272229769565 -0.000925638755923 815 124.097255445 -0.1790293695 -0.000132676573049 NA
408 298827791 8039 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.136558919217 0.0286160055869 0.127834287438 1939 295.244881358 -0.318383696053 0.0186457054483 NA
409 545375973 2024 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.13340487357 0.0625653571707 0.287345558597 505 76.8946184043 -0.379425386207 0.0447459624857 NA
410 615296932 2642 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.131194823052 0.00129183586381 0.00731884685873 689 104.911667486 -0.425040056202 0.000963712612409 NA
411 605910242 6853 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.120905418274 -0.000257414813972 -0.000960780741421 1787 272.100362551 -0.635524318373 -0.000116107960058 NA
412 559435724 3000 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.146012731544 0.0532996212624 0.235217095425 701 106.738866339 -0.126162940366 0.0389092864465 NA
413 420559359 622 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.0788150150658 0.00786256370886 0.0767019348582 178 27.1034496554 -1.45068882275 0.00628572356163 NA
414 128204122 4773 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.144200441681 0.0129920534753 0.0579718650672 1178 179.370020753 -0.163211577661 0.00860846763529 NA
415 655559598 1191 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.162028738513 0.0022314591347 0.00913301317739 300 45.6799713293 0.195025820775 0.00148658207705 NA
416 574363362 9052 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.164216562047 0.0106361451041 0.037230192992 2398 365.135237492 0.242343274607 0.00622948615052 NA
417 523646469 2459 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.169323240534 0.0528902076886 0.198390149203 740 112.677262612 0.344229553122 0.0372808736249 NA
418 707430174 2869 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.140572214851 0.000754002669259 0.00347413627954 765 116.48392689 -0.236063849594 0.000489214700956 NA
419 433318149 6332 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.118966454954 0.0104032345219 0.0538225220897 1623 247.128644891 -0.674617875341 0.00657969886401 NA
420 550427224 2549 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.155332351833 0.0553707748877 0.233021438658 692 105.3684672 0.0618421399666 0.0409555719348 NA
421 193610840 9901 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.13688898619 0.000194162982672 0.00115568871819 2696 410.510675679 -0.311929270614 0.000158292296051 NA
422 170035702 2886 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.11897287218 0.017603226909 0.108011076532 625 95.166606936 -0.671054856078 0.0135820558794 NA
423 518885476 4901 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.128658353933 -0.000253818632934 -0.00092649985862 1168 177.847355042 -0.47767504621 -0.000119146890274 NA
424 103259005 193 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.139083268516 0.011091087726 0.0530696360583 58 8.83146112366 -0.246561244401 0.00758177525559 NA
